390,-3.23943
391,-3.15382
392,-3.06915
393,-2.98560
394,-2.90335
395,-2.82259
396,-2.74349
397,-2.66625
398,-2.59105
399,-2.51806
400,-2.44748
401,-2.37941
402,-2.31366
403,-2.24999
404,-2.18813
405,-2.12781
406,-2.06890
407,-2.01166
408,-1.95649
409,-1.90377
410,-1.85388
411,-1.80707
412,-1.76302
413,-1.72129
414,-1.68142
415,-1.64298
416,-1.60564
417,-1.56953
418,-1.53489
419,-1.50195
420,-1.47096
421,-1.44203
422,-1.41483
423,-1.38894
424,-1.36392
425,-1.33935
426,-1.31490
427,-1.29063
428,-1.26667
429,-1.24315
430,-1.22021
431,-1.19796
432,-1.17639
433,-1.15548
434,-1.13522
435,-1.11560
436,-1.09661
437,-1.07835
438,-1.06091
439,-1.04440
440,-1.02891
441,-1.01446
442,-1.00081
443,-0.98765
444,-0.97467
445,-0.96154
446,-0.94807
447,-0.93443
448,-0.92089
449,-0.90774
450,-0.89526
451,-0.88362
452,-0.87255
453,-0.86170
454,-0.85070
455,-0.83918
456,-0.82685
457,-0.81375
458,-0.79997
459,-0.78562
460,-0.77081
461,-0.75565
462,-0.74033
463,-0.72505
464,-0.70998
465,-0.69533
466,-0.68125
467,-0.66771
468,-0.65466
469,-0.64203
470,-0.62978
471,-0.61782
472,-0.60608
473,-0.59448
474,-0.58291
475,-0.57130
476,-0.55957
477,-0.54771
478,-0.53573
479,-0.52363
480,-0.51142
481,-0.49913
482,-0.48687
483,-0.47480
484,-0.46304
485,-0.45174
486,-0.44096
487,-0.43051
488,-0.42008
489,-0.40939
490,-0.39815
491,-0.38617
492,-0.37363
493,-0.36080
494,-0.34797
495,-0.33542
496,-0.32337
497,-0.31176
498,-0.30045
499,-0.28930
500,-0.27818
501,-0.26698
502,-0.25573
503,-0.24449
504,-0.23332
505,-0.22229
506,-0.21145
507,-0.20083
508,-0.19044
509,-0.18032
510,-0.17049
511,-0.16094
512,-0.15164
513,-0.14253
514,-0.13355
515,-0.12462
516,-0.11574
517,-0.10701
518,-0.09858
519,-0.09061
520,-0.08324
521,-0.07660
522,-0.07063
523,-0.06524
524,-0.06032
525,-0.05578
526,-0.05154
527,-0.04756
528,-0.04383
529,-0.04032
530,-0.03701
531,-0.03388
532,-0.03085
533,-0.02786
534,-0.02481
535,-0.02165
536,-0.01832
537,-0.01493
538,-0.01163
539,-0.00855
540,-0.00585
541,-0.00365
542,-0.00196
543,-0.00080
544,-0.00015
545,-0.00001
546,-0.00036
547,-0.00104
548,-0.00184
549,-0.00258
550,-0.00308
551,-0.00319
552,-0.00306
553,-0.00287
554,-0.00281
555,-0.00307
556,-0.00378
557,-0.00487
558,-0.00623
559,-0.00775
560,-0.00929
561,-0.01079
562,-0.01227
563,-0.01382
564,-0.01549
565,-0.01737
566,-0.01950
567,-0.02189
568,-0.02452
569,-0.02738
570,-0.03045
571,-0.03375
572,-0.03733
573,-0.04126
574,-0.04563
575,-0.05049
576,-0.05588
577,-0.06162
578,-0.06751
579,-0.07332
580,-0.07884
581,-0.08394
582,-0.08872
583,-0.09339
584,-0.09810
585,-0.10306
586,-0.10842
587,-0.11417
588,-0.12030
589,-0.12677
590,-0.13356
591,-0.14063
592,-0.14796
593,-0.15556
594,-0.16342
595,-0.17152
596,-0.17987
597,-0.18844
598,-0.19723
599,-0.20622
600,-0.21538
601,-0.22471
602,-0.23424
603,-0.24401
604,-0.25406
605,-0.26443
606,-0.27515
607,-0.28622
608,-0.29759
609,-0.30926
610,-0.32118
611,-0.33335
612,-0.34578
613,-0.35846
614,-0.37142
615,-0.38467
616,-0.39822
617,-0.41201
618,-0.42601
619,-0.44015
620,-0.45439
621,-0.46870
622,-0.48319
623,-0.49802
624,-0.51333
625,-0.52928
626,-0.54597
627,-0.56334
628,-0.58128
629,-0.59967
630,-0.61840
631,-0.63738
632,-0.65656
633,-0.67594
634,-0.69548
635,-0.71518
636,-0.73502
637,-0.75496
638,-0.77499
639,-0.79507
640,-0.81520
641,-0.83536
642,-0.85567
643,-0.87628
644,-0.89733
645,-0.91896
646,-0.94128
647,-0.96428
648,-0.98787
649,-1.01199
650,-1.03656
651,-1.06153
652,-1.08684
653,-1.11246
654,-1.13833
655,-1.16442
656,-1.19069
657,-1.21714
658,-1.24378
659,-1.27060
660,-1.29762
661,-1.32483
662,-1.35224
663,-1.37983
664,-1.40760
665,-1.43555
666,-1.46366
667,-1.49196
668,-1.52044
669,-1.54911
670,-1.57800
671,-1.60709
672,-1.63641
673,-1.66596
674,-1.69574
675,-1.72577
676,-1.75604
677,-1.78654
678,-1.81726
679,-1.84819
680,-1.87931
681,-1.91062
682,-1.94217
683,-1.97404
684,-2.00627
685,-2.03895
686,-2.07208
687,-2.10552
688,-2.13904
689,-2.17246
690,-2.20557
691,-2.23822
692,-2.27049
693,-2.30249
694,-2.33436
695,-2.36623
696,-2.39820
697,-2.43026
698,-2.46239
699,-2.49456
700,-2.52673
701,-2.55889
702,-2.59110
703,-2.62343
704,-2.65592
705,-2.68867
706,-2.72170
707,-2.75499
708,-2.78846
709,-2.82206
710,-2.85573
711,-2.88940
712,-2.92302
713,-2.95654
714,-2.98991
715,-3.02309
716,-3.05603
717,-3.08878
718,-3.12142
719,-3.15400
720,-3.18660
721,-3.21925
722,-3.25193
723,-3.28458
724,-3.31713
725,-3.34954
726,-3.38175
727,-3.41381
728,-3.44573
729,-3.47756
730,-3.50933
731,-3.54108
732,-3.57285
733,-3.60465
734,-3.63652
735,-3.66849
736,-3.70056
737,-3.73264
738,-3.76464
739,-3.79646
740,-3.82798
741,-3.85914
742,-3.89002
743,-3.92072
744,-3.95138
745,-3.98209
746,-4.01294
747,-4.04390
748,-4.07489
749,-4.10586
750,-4.13673
751,-4.16745
752,-4.19802
753,-4.22845
754,-4.25875
755,-4.28894
756,-4.31902
757,-4.34902
758,-4.37898
759,-4.40892
760,-4.43888
761,-4.46887
762,-4.49884
763,-4.52876
764,-4.55856
765,-4.58819
766,-4.61761
767,-4.64690
768,-4.67612
769,-4.70537
770,-4.73471
771,-4.76421
772,-4.79378
773,-4.82333
774,-4.85273
775,-4.88190
776,-4.91075
777,-4.93934
778,-4.96774
779,-4.99604
780,-5.02433
781,-5.05267
782,-5.08105
783,-5.10942
784,-5.13778
785,-5.16607
786,-5.19428
787,-5.22242
788,-5.25051
789,-5.27857
790,-5.30661
791,-5.33466
792,-5.36268
793,-5.39064
794,-5.41853
795,-5.44632
796,-5.47397
797,-5.50149
798,-5.52887
799,-5.55614
800,-5.58327
801,-5.61030
802,-5.63725
803,-5.66418
804,-5.69113
805,-5.71815
806,-5.74527
807,-5.77246
808,-5.79966
809,-5.82682
810,-5.85390
811,-5.88084
812,-5.90763
813,-5.93427
814,-5.96077
815,-5.98710
816,-6.01329
817,-6.03935
818,-6.06534
819,-6.09128
820,-6.11721
821,-6.14316
822,-6.16912
823,-6.19509
824,-6.22103
825,-6.24693
826,-6.27278
827,-6.29856
828,-6.32425
829,-6.34984
830,-6.37530
